"","X.1","X","Bandnumb","Orig_col","Br_col","Season","Breeder","Result","Success","Area","Type","Sex","Cohort","Age","Br_exp","Device","Notes","Hatching.date","fitval","diff_success","BQI","BQI_A","season_yr","season","lat","lon"
"128",322,340,21495,"CROZ","CROZ",2004,1,"CR1?",1,"M","KA","M",1997,7,0,"","",NA,0.195979347212452,0.804020652787548,-0.0499164109425885,0.120871001803439,2004,"0405",-77.452916,169.234246
"129",323,341,21522,"BIRD","CROZ",2007,1,"CR2",1,"M","KA","U",1996,11,0,"","",NA,0.606994036544229,0.393005963455771,NA,0.393005963455771,2007,"0708",-77.452787,169.234723
"130",328,346,21763,"BIRD","CROZ",2002,1,"CR1?",1,"F","KA","U",1996,6,0,"","",NA,0.148032514607971,0.851967485392029,-0.0363225610417969,0.259774121102812,2002,"0203",-77.4576,169.25686
"131",330,348,21763,"BIRD","CROZ",2004,1,"CR2?",1,"F","KA","U",1996,8,2,"","",NA,0.439449981259429,0.560550018740571,0.419281551166496,0.447535244681311,2004,"0405",-77.457454,169.256857
"132",332,350,21763,"BIRD","CROZ",2006,1,"FAIL",0,"F","KA","U",1996,10,3,"","",NA,0.752325081396209,-0.752325081396209,0.286802033132669,0.138355302485686,2006,"0607",-77.457588,169.256911
"133",333,351,21763,"BIRD","CROZ",2007,1,"FAIL",0,"F","KA","U",1996,11,4,"","",NA,0.791924535021528,-0.791924535021528,0.138355302485686,0.0220703227972845,2007,"0708",-77.457524,169.256685
"134",334,352,21763,"BIRD","CROZ",2008,1,"CR1",1,"F","KA","U",1996,12,5,"","",NA,0.717074164248319,0.282925835751681,0.0220703227972845,0.0510542686811063,2008,"0809",-77.457562,169.256798
"135",335,353,21763,"BIRD","CROZ",2009,1,"CR2",1,"F","KA","U",1996,13,6,"","",NA,0.548805673616241,0.451194326383759,0.0510542686811063,0.0910682744513716,2009,"0910",-77.457581,169.25689
"136",336,354,21763,"BIRD","CROZ",2010,1,"CR2",1,"F","KA","U",1996,14,7,"","",NA,0.707781434501169,0.292218565498831,0.0910682744513716,0.109354664546595,2010,"1011",-77.457887,169.256971
"137",338,356,22137,"BIRD","CROZ",2005,0,"NB",0,"T","KA","U",1997,8,0,"","",NA,0.255002817985992,-0.255002817985992,NA,-0.255002817985992,2005,"0506",-77.457139,169.240915
"138",341,360,22432,"BIRD","CROZ",2002,0,"NB",0,"EROOK","KA","U",1997,5,0,"","",NA,0.108515309243866,-0.108515309243866,NA,-0.108515309243866,2002,"0203",-77.46249,169.28412
"139",346,365,22593,"BIRD","CROZ",2014,1,"CR1?",1,"B","KA","M",1997,17,0,"","",NA,0.202377792676784,0.797622207323216,-0.397547441184729,-0.098755029057743,2014,"1415",-77.449174,169.222129
"140",347,366,22593,"BIRD","CROZ",2015,1,"CR8",1,"B","KA","M",1997,18,1,"","",NA,0.177261757038459,0.822738242961541,-0.098755029057743,0.0855436253461138,2015,"1516",-77.449179,169.222126
"141",348,367,22593,"BIRD","CROZ",2016,1,"FAIL",0,"B","KA","U",1997,19,2,"","",NA,0.203123118326053,-0.203123118326053,0.0855436253461138,0.0374325014007527,2016,"1617",-77.449172,169.222151
"142",349,368,22593,"BIRD","CROZ",2017,1,"FAIL",0,"B","KA","U",1997,20,3,"","",NA,0.216759329657647,-0.216759329657647,0.0374325014007527,0.00111938267812415,2017,"1718",-77.449179,169.222199
"143",350,369,22716,"BIRD","CROZ",2009,1,"FAIL?",0,"M","KA","M",1997,12,0,"","",NA,0.33017073368511,-0.33017073368511,NA,-0.33017073368511,2009,"0910",-77.453111,169.231269
"144",351,370,22716,"BIRD","CROZ",2010,1,"FAIL?",0,"M","KA","M",1997,13,1,"","",NA,0.683838134246679,-0.683838134246679,-0.33017073368511,-0.507004433965895,2010,"1011",-77.453111,169.231269
"145",352,371,22716,"BIRD","CROZ",2011,1,"CR1?",1,"M","KA","M",1997,14,2,"","",NA,0.577065909581713,0.422934090418287,-0.507004433965894,-0.197024925837834,2011,"1112",-77.453104,169.231225
"146",354,373,22716,"BIRD","CROZ",2013,1,"CR8",1,"M","KA","M",1997,16,3,"","",NA,0.414785842732343,0.585214157267657,-0.282760019493809,-0.109165184141516,2013,"1314",-77.453146,169.231307
"147",355,374,22716,"BIRD","CROZ",2014,1,"CR1?",1,"M","KA","M",1997,17,4,"","",NA,0.384704353215934,0.615295646784066,-0.109165184141516,0.0115782876794145,2014,"1415",-77.453123,169.231173
"148",356,375,22716,"BIRD","CROZ",2015,1,"CR1",1,"M","KA","M",1997,18,5,"","",NA,0.205856778512938,0.794143221487062,0.0115782876794147,0.123373278223364,2015,"1516",-77.453128,169.231309
"149",357,376,22811,"BIRD","CROZ",2002,0,"NB",0,"T","KA","M",1997,5,0,"","",NA,0.108515309243866,-0.108515309243866,NA,-0.108515309243866,2002,"0203",-77.45814,169.24016
"150",358,377,22811,"BIRD","CROZ",2003,0,"NB",0,"B","KA","M",1997,6,0,"","",NA,0.0387121440152731,-0.0387121440152731,-0.108515309243866,-0.0736137266295696,2003,"0304",-77.448732,169.220835
"151",359,378,22850,"BIRD","CROZ",2002,0,"NB",0,"G","KA","M",1997,5,0,"","",NA,0.108515309243866,-0.108515309243866,NA,-0.108515309243866,2002,"0203",-77.45823,169.24736
"152",360,379,22885,"BIRD","CROZ",2002,0,"NB",0,"B","KA","F",1997,5,0,"","",NA,0.108515309243866,-0.108515309243866,NA,-0.108515309243866,2002,"0203",-77.44963,169.21725
"153",361,380,22885,"BIRD","CROZ",2003,0,"NB",0,"B","KA","F",1997,6,0,"","",NA,0.0387121440152731,-0.0387121440152731,-0.108515309243866,-0.0736137266295696,2003,"0304",-77.448764,169.220288
"154",362,381,22885,"BIRD","CROZ",2004,1,"FAIL",0,"B","KA","F",1997,7,0,"","",NA,0.193410963222352,-0.193410963222352,-0.0736137266295695,-0.113546138827164,2004,"0405",-77.448732,169.220229
"155",363,382,22885,"BIRD","CROZ",2005,1,"CR1",1,"B","KA","F",1997,8,1,"","",NA,0.412131163247208,0.587868836752792,-0.113546138827164,0.0618076050678252,2005,"0506",-77.448716,169.220143
"156",364,383,22885,"BIRD","CROZ",2006,1,"CR?",1,"B","KA","F",1997,9,2,"","",NA,0.715851709225725,0.284148290774275,0.0618076050678254,0.106275742209115,2006,"0607",-77.448678,169.220073
"157",365,384,22885,"BIRD","CROZ",2007,1,"CR2?",1,"B","KA","F",1997,10,3,"","",NA,0.769547738010558,0.230452261989442,0.106275742209115,0.12697182883917,2007,"0708",-77.448716,169.220143
"158",367,386,22885,"BIRD","CROZ",2009,1,"CR?",1,"B","KA","F",1997,12,4,"","",NA,0.548461919272266,0.451538080727734,0.00842055703503202,0.0638102474966196,2009,"0910",-77.448718,169.220056
"159",368,387,22885,"BIRD","CROZ",2010,1,"CR1",1,"B","KA","F",1997,13,5,"","",NA,0.722399320407587,0.277600679592413,0.0638102474966197,0.0875647399517078,2010,"1011",-77.448693,169.220123
"160",370,389,22885,"BIRD","CROZ",2012,1,"CR1",1,"B","KA","F",1997,15,6,"","",NA,0.539965300461734,0.460034699538266,0.0211016749983658,0.0610046772292657,2012,"1213",-77.448746,169.219731
"161",371,390,22885,"BIRD","CROZ",2013,1,"CR9",1,"B","KA","F",1997,16,7,"","",NA,0.414785842732343,0.585214157267657,0.0610046772292658,0.104688800565798,2013,"1314",-77.448789,169.219235
"162",374,393,23219,"BIRD","CROZ",2003,0,"NB",0,"M","KA","U",1998,5,0,"","",NA,0.0274381008213424,-0.0274381008213424,NA,-0.0274381008213424,2003,"0304",-77.453034,169.230062
"163",376,397,23568,"BIRD","CROZ",2002,0,"NB",0,"B","KA","M",1998,4,0,"","",NA,0.0765613556832156,-0.0765613556832156,NA,-0.0765613556832156,2002,"0203",-77.44967,169.21624
"164",377,398,23568,"BIRD","CROZ",2003,0,"NB",0,"B","KA","M",1998,5,0,"","",NA,0.0274381008213424,-0.0274381008213424,-0.0765613556832156,-0.051999728252279,2003,"0304",-77.449343,169.219338
"165",378,399,23568,"BIRD","CROZ",2004,1,"FAIL",0,"F","KA","M",1998,6,0,"","",NA,0.148032514607971,-0.148032514607971,-0.051999728252279,-0.0840106570375097,2004,"0405",-77.45776,169.25189
"166",380,401,23848,"BIRD","CROZ",2002,1,"CR1?",1,"N","KA","F",1998,4,0,"","",NA,0.0765613556832156,0.923438644316784,NA,0.923438644316784,2002,"0203",-77.45093,169.22057
"167",381,402,23848,"BIRD","CROZ",2003,1,"FAIL",0,"N","KA","F",1998,5,1,"","",NA,0.0546266796924552,-0.0546266796924552,0.923438644316784,0.434405982312164,2003,"0304",-77.45092,169.21999
"168",382,403,23848,"BIRD","CROZ",2004,1,"FAIL",0,"N","KA","F",1998,6,2,"","",NA,0.299801070317227,-0.299801070317227,0.434405982312165,0.189670298102367,2004,"0405",-77.450856,169.219526
"169",383,404,23848,"BIRD","CROZ",2005,0,"NB",0,"N","KA","F",1998,7,3,"","",NA,0.38865578254765,-0.38865578254765,0.189670298102367,0.0450887779398629,2005,"0506",-77.45082,169.21959
"170",384,405,23928,"BIRD","CROZ",2002,1,"FAIL",0,"B","KA","F",1998,4,0,"","",NA,0.0765613556832156,-0.0765613556832156,NA,-0.0765613556832156,2002,"0203",-77.44925,169.21987
"171",389,411,24181,"BIRD","CROZ",2004,0,"NB",0,"M","KA","U",1999,5,0,"","",NA,0.108515309243866,-0.108515309243866,NA,-0.108515309243866,2004,"0405",-77.453656,169.227535
"172",390,412,24182,"BIRD","CROZ",2004,0,"NB",0,"F","KA","F",1999,5,0,"","",NA,0.108515309243866,-0.108515309243866,NA,-0.108515309243866,2004,"0405",-77.457533,169.257452
"173",392,414,24211,"BIRD","CROZ",2002,0,"NB",0,"B","KA","U",1999,3,0,"","",NA,0.0523251529898546,-0.0523251529898546,NA,-0.0523251529898546,2002,"0203",-77.44962,169.21711
"174",393,415,24246,"BIRD","CROZ",2003,0,"NB",0,"BREF","KA","M",1999,4,0,"","",NA,0.0188536327434346,-0.0188536327434346,NA,-0.0188536327434346,2003,"0304",-77.449848,169.219569
"175",394,416,24295,"BIRD","CROZ",2004,0,"NB",0,"E","KA","U",1999,5,0,"","",NA,0.108515309243866,-0.108515309243866,NA,-0.108515309243866,2004,"0405",-77.455008,169.24211
"176",395,417,24342,"BIRD","CROZ",2005,1,"FAIL",0,"N","KA","M",1999,6,0,"","",NA,0.157498887451618,-0.157498887451618,NA,-0.157498887451618,2005,"0506",-77.45163,169.21872
"177",396,418,24342,"BIRD","CROZ",2006,0,"NB",0,"E","KA","M",1999,7,1,"","",NA,0.554433789574949,-0.554433789574949,-0.157498887451618,-0.355966338513284,2006,"0607",-77.454681,169.243811
"178",397,420,24400,"BIRD","CROZ",2003,0,"NB",0,"B","KA","M",1999,4,0,"","",NA,0.0188536327434346,-0.0188536327434346,NA,-0.0188536327434346,2003,"0304",-77.44902,169.22111
"179",399,422,24445,"BIRD","CROZ",2005,1,"FAIL",0,"M","KA","F",1999,6,0,"","",NA,0.157498887451618,-0.157498887451618,NA,-0.157498887451618,2005,"0506",-77.451972,169.231843
"180",400,423,24445,"BIRD","CROZ",2006,1,"CR1",1,"M","KA","F",1999,7,1,"","",NA,0.554433789574949,0.445566210425051,-0.157498887451618,0.144033661486717,2006,"0607",-77.452085,169.23209
"181",401,424,24452,"BIRD","CROZ",2002,0,"NB",0,"LBCH","KA","M",1999,3,0,"","",NA,0.0523251529898546,-0.0523251529898546,NA,-0.0523251529898546,2002,"0203",-77.45298,169.23873
"182",402,425,24472,"BIRD","CROZ",2004,0,"NB",0,"F","KA","M",1999,5,0,"","",NA,0.108515309243866,-0.108515309243866,NA,-0.108515309243866,2004,"0405",-77.459444,169.252169
"183",404,427,24572,"BIRD","CROZ",2003,0,"NB",0,"C","KA","U",1999,4,0,"","",NA,0.0188536327434346,-0.0188536327434346,NA,-0.0188536327434346,2003,"0304",-77.453093,169.224451
"184",406,429,24652,"BIRD","CROZ",2002,0,"NB",0,"D","KA","U",1999,3,0,"","",NA,0.0523251529898546,-0.0523251529898546,NA,-0.0523251529898546,2002,"0203",-77.46243,169.22525
"185",409,432,24904,"BIRD","CROZ",2004,0,"NB",0,"EROOK","KA","F",1999,5,0,"","",NA,0.108515309243866,-0.108515309243866,NA,-0.108515309243866,2004,"0405",-77.462672,169.287568
"186",412,435,25061,"BIRD","CROZ",2004,0,"NB",0,"L","KA","M",1999,5,0,"","",NA,0.108515309243866,-0.108515309243866,NA,-0.108515309243866,2004,"0405",-77.453141,169.235823
"187",414,438,25166,"BIRD","CROZ",2004,0,"NB",0,"E","KA","U",2001,3,0,"","",NA,0.0523251529898546,-0.0523251529898546,NA,-0.0523251529898546,2004,"0405",-77.455164,169.2421
"188",416,440,25177,"BIRD","CROZ",2005,0,"NB",0,"G","KA","U",2001,4,0,"","",NA,0.0818966354802394,-0.0818966354802394,-0.0523251529898546,-0.067110894235047,2005,"0506",-77.456618,169.247853
"189",419,443,25214,"BIRD","CROZ",2007,1,"FAIL",0,"M","KA","U",2001,6,0,"","",NA,0.326127241441506,-0.326127241441506,NA,-0.326127241441506,2007,"0708",-77.452653,169.23467
"190",420,444,25214,"BIRD","CROZ",2008,1,"CR1",1,"M","KA","U",2001,7,1,"","",NA,0.459545628931708,0.540454371068292,-0.326127241441506,0.107163564813393,2008,"0809",-77.452626,169.234927
"191",422,446,25214,"BIRD","CROZ",2010,1,"CR",1,"M","KA","U",2001,9,2,"","",NA,0.638351200794874,0.361648799205126,-0.059929126999589,0.0454653545515895,2010,"1011",-77.452642,169.234708
"192",425,449,25259,"BIRD","CROZ",2006,0,"NB",0,"M","KA","U",2000,6,0,"","",NA,0.305665704996571,-0.305665704996571,-0.0765613556832156,-0.191113530339893,2006,"0607",-77.455663,169.248263
"193",426,451,25297,"BIRD","CROZ",2004,0,"NB",0,"B","KA","U",2000,4,0,"","",NA,0.0765613556832156,-0.0765613556832156,NA,-0.0765613556832156,2004,"0405",-77.448768,169.219671
"194",427,452,25297,"BIRD","CROZ",2005,0,"NB",0,"BREF","KA","U",2000,5,0,"","",NA,0.115798110478011,-0.115798110478011,-0.0765613556832156,-0.0961797330806133,2005,"0506",-77.449362,169.220075
"195",428,453,25307,"BIRD","CROZ",2003,0,"NB",0,"M","KA","U",2000,3,0,"","",NA,0.012635382287018,-0.012635382287018,NA,-0.012635382287018,2003,"0304",-77.45399,169.24367
"196",433,461,25495,"BIRD","CROZ",2004,0,"NB",0,"L","KA","M",2000,4,0,"","",NA,0.0765613556832156,-0.0765613556832156,NA,-0.0765613556832156,2004,"0405",-77.454161,169.24049
"197",434,463,25525,"BIRD","CROZ",2006,0,"NB",0,"N","KA","M",2000,6,0,"","",NA,0.305665704996571,-0.305665704996571,NA,-0.305665704996571,2006,"0607",-77.451789,169.216742
"198",435,464,25525,"BIRD","CROZ",2008,1,"FAIL",0,"N","KA","M",2000,8,0,"","",NA,0.355171351975624,-0.355171351975624,-0.305665704996571,-0.330418528486097,2008,"0809",-77.451768,169.216763
"199",436,465,25525,"BIRD","CROZ",2009,1,"CR?",1,"N","KA","M",2000,9,1,"","",NA,0.406787795406541,0.593212204593459,-0.330418528486097,-0.0225416174595786,2009,"0910",-77.451772,169.216581
"200",437,468,25628,"BIRD","CROZ",2003,0,"NB",0,"B","KA","M",2000,3,0,"","",NA,0.012635382287018,-0.012635382287018,NA,-0.012635382287018,2003,"0304",-77.448539,169.220014
"201",439,471,25662,"BIRD","CROZ",2003,0,"NB",0,"M","KA","F",2000,3,0,"","",NA,0.012635382287018,-0.012635382287018,NA,-0.012635382287018,2003,"0304",-77.452964,169.238462
"202",440,472,25662,"BIRD","CROZ",2004,1,"FAIL",0,"T","KA","F",2000,4,0,"","",NA,0.0765613556832156,-0.0765613556832156,-0.012635382287018,-0.0445983689851168,2004,"0405",-77.457315,169.240941
"203",445,477,25691,"BIRD","CROZ",2007,1,"CR1",1,"M","KA","M",2000,7,0,"","",NA,0.400439475971806,0.599560524028194,-0.127665138361204,0.0177799941166757,2007,"0708",-77.45274,169.23164
"204",446,478,25691,"BIRD","CROZ",2008,1,"CR2",1,"M","KA","M",2000,8,1,"","",NA,0.530103390881492,0.469896609118508,0.0177799941166759,0.0931327632836477,2008,"0809",-77.452728,169.231585
"205",448,480,25691,"BIRD","CROZ",2010,1,"CR8",1,"M","KA","M",2000,10,2,"","",NA,0.68033020267766,0.31966979732234,0.0152474525101587,0.0533002456116812,2010,"1011",-77.452731,169.231578
"206",450,484,25822,"BIRD","CROZ",2003,0,"NB",0,"P","KA","U",2000,3,0,"","",NA,0.012635382287018,-0.012635382287018,NA,-0.012635382287018,2003,"0304",-77.454874,169.232621
"207",451,485,25827,"BIRD","CROZ",2006,1,"CR1?",1,"T","KA","U",2000,6,0,"","",NA,0.305665704996571,0.694334295003429,NA,0.694334295003429,2006,"0607",-77.457621,169.240716
"208",454,488,25898,"BIRD","CROZ",2003,0,"NB",0,"F","KA","U",2000,3,0,"","",NA,0.012635382287018,-0.012635382287018,NA,-0.012635382287018,2003,"0304",-77.459305,169.248499
"209",456,490,25942,"BIRD","CROZ",2004,0,"NB",0,"L","KA","F",2000,4,0,"","",NA,0.0765613556832156,-0.0765613556832156,NA,-0.0765613556832156,2004,"0405",-77.45357,169.241483
"210",460,494,26005,"BIRD","CROZ",2003,0,"NB",0,"BREF","KA","U",2000,3,0,"","",NA,0.012635382287018,-0.012635382287018,NA,-0.012635382287018,2003,"0304",-77.449456,169.219263
"211",461,496,26031,"BIRD","CROZ",2003,0,"NB",0,"EROOK","KA","U",2000,3,0,"","",NA,0.012635382287018,-0.012635382287018,NA,-0.012635382287018,2003,"0304",-77.462239,169.293496
"212",462,498,26049,"BIRD","CROZ",2005,1,"CR8?",1,"B","KA","F",2000,5,0,"","",NA,0.115798110478011,0.88420188952199,NA,0.88420188952199,2005,"0506",-77.449299,169.218478
"213",464,500,26088,"BIRD","CROZ",2003,0,"NB",0,"M","KA","U",2000,3,0,"","",NA,0.012635382287018,-0.012635382287018,NA,-0.012635382287018,2003,"0304",-77.453131,169.235517
"214",465,501,26117,"BIRD","CROZ",2004,0,"NB",0,"T","KA","F",2000,4,0,"","",NA,0.0765613556832156,-0.0765613556832156,NA,-0.0765613556832156,2004,"0405",-77.457202,169.241241
"215",468,505,26180,"BIRD","CROZ",2003,0,"NB",0,"B","KA","F",2000,3,0,"","",NA,0.012635382287018,-0.012635382287018,NA,-0.012635382287018,2003,"0304",-77.44863,169.221103
"216",469,506,26180,"BIRD","CROZ",2004,1,"FAIL",0,"M","KA","F",2000,4,0,"","",NA,0.0765613556832156,-0.0765613556832156,-0.012635382287018,-0.0445983689851168,2004,"0405",-77.451768,169.233071
"217",471,508,26223,"BIRD","CROZ",2008,1,"CR1",1,"M","KA","U",2000,8,0,"","",NA,0.355171351975624,0.644828648024376,NA,0.644828648024376,2008,"0809",-77.452401,169.228565
"218",472,510,26239,"BIRD","CROZ",2003,0,"NB",0,"BREF","KA","U",2000,3,0,"","",NA,0.012635382287018,-0.012635382287018,NA,-0.012635382287018,2003,"0304",-77.449488,169.21922
"219",474,513,26277,"BIRD","CROZ",2006,0,"NB",0,"T","KA","M",2002,4,0,"","",NA,0.173595428039787,-0.173595428039787,NA,-0.173595428039787,2006,"0607",-77.458597,169.236837
"220",475,514,26295,"BIRD","CROZ",2006,1,"FAIL",0,"M","KA","F",2002,4,0,"","",NA,0.173595428039787,-0.173595428039787,NA,-0.173595428039787,2006,"0607",-77.453399,169.22798
"221",477,516,26327,"BIRD","CROZ",2006,0,"NB",0,"F","KA","U",2002,4,0,"","",NA,0.173595428039787,-0.173595428039787,NA,-0.173595428039787,2006,"0607",-77.456011,169.244508
"222",480,519,26471,"BIRD","CROZ",2005,0,"NB",0,"F","KA","F",2002,3,0,"","",NA,0.0560740579873017,-0.0560740579873017,NA,-0.0560740579873017,2005,"0506",-77.460491,169.251568
"223",481,520,26479,"BIRD","CROZ",2006,0,"NB",0,"G","KA","F",2002,4,0,"","",NA,0.173595428039787,-0.173595428039787,NA,-0.173595428039787,2006,"0607",-77.456355,169.249545
"224",483,523,26520,"BIRD","CROZ",2006,0,"NB",0,"M","KA","U",2002,4,0,"","",NA,0.173595428039787,-0.173595428039787,-0.0560740579873017,-0.114834743013544,2006,"0607",-77.452739,169.238124
"225",485,527,27849,"BIRD","CROZ",2006,0,"NB",0,"B","KA","F",2003,3,0,"","",NA,0.122724471340594,-0.122724471340594,NA,-0.122724471340594,2006,"0607",-77.448957,169.225947
"226",492,535,28064,"BIRD","CROZ",2009,1,"FAIL?",0,"B","KA","F",2003,6,0,"","",NA,0.12600298662388,-0.12600298662388,-0.174060929969548,-0.150031958296714,2009,"0910",-77.450541,169.227915
"227",495,538,28064,"BIRD","CROZ",2012,1,"CR2?",1,"B","KA","F",2003,9,1,"","",NA,0.452492345854812,0.547507654145188,-0.29008865144628,-0.122569390327986,2012,"1213",-77.450546,169.227876
"228",496,539,28092,"BIRD","CROZ",2006,0,"NB",0,"ICE","KA","U",2003,3,0,"","",NA,0.122724471340594,-0.122724471340594,NA,-0.122724471340594,2006,"0607",-77.456596,169.245522
"229",499,542,28188,"BIRD","CROZ",2007,0,"NB",0,"P","KA","U",2003,4,0,"","",NA,0.187604818775844,-0.187604818775844,NA,-0.187604818775844,2007,"0708",-77.454128,169.225695
"230",503,546,28334,"BIRD","CROZ",2011,1,"CR1?",1,"EROOK","KA","M",2003,8,0,"","",NA,0.241354889518857,0.758645110481143,-0.298572689587679,0.230036210446732,2011,"1112",-77.463764,169.290129
"231",504,547,28334,"BIRD","CROZ",2012,1,"FAIL",0,"EROOK","KA","M",2003,9,1,"","",NA,0.452492345854812,-0.452492345854812,0.230036210446732,0.00252669167955066,2012,"1213",-77.463726,169.290591
"232",525,573,29683,"BIRD","CROZ",2014,1,"FAIL",0,"M","KA","M",2007,7,0,"","",NA,0.182736306358266,-0.182736306358266,-0.112838104763076,-0.136137505294806,2014,"1415",-77.453074,169.235336
"233",535,583,29919,"BIRD","CROZ",2012,1,"FAIL",0,"EROO","KA","U",2007,5,0,"","",NA,0.108515309243866,-0.108515309243866,NA,-0.108515309243866,2012,"1213",-77.46185,169.28923
"234",538,586,30224,"BIRD","CROZ",2011,0,"NB",0,"F","KA","F",2007,4,0,"","",NA,0.0765613556832156,-0.0765613556832156,NA,-0.0765613556832156,2011,"1112",-77.458713,169.250271
"235",539,587,30286,"BIRD","CROZ",2012,0,"NB",0,"T","KA","M",2007,5,0,"","",NA,0.108515309243866,-0.108515309243866,NA,-0.108515309243866,2012,"1213",-77.457373,169.240804
"236",541,589,30344,"BIRD","CROZ",2012,1,"CR1?",1,"L","KA","M",2007,5,0,"","",NA,0.108515309243866,0.891484690756134,NA,0.891484690756134,2012,"1213",-77.45293,169.238125
"237",563,615,31022,"BIRD","CROZ",2011,0,"NB",0,"E","KA","F",2006,5,0,"","",NA,0.108515309243866,-0.108515309243866,-0.0860505190316402,-0.0935387824357155,2011,"1112",-77.454672,169.238857
"238",564,616,31022,"BIRD","CROZ",2012,1,"FAIL",0,"L","KA","F",2006,6,0,"","",NA,0.148032514607971,-0.148032514607971,-0.0935387824357155,-0.107162215478779,2012,"1213",-77.454672,169.23873
"239",566,618,31087,"BIRD","CROZ",2011,1,"CR1",1,"EROO","KA","F",2006,5,0,"","",NA,0.108515309243866,0.891484690756134,NA,0.891484690756134,2011,"1112",-77.462204,169.288452
"240",567,619,31087,"BIRD","CROZ",2012,1,"CR?",1,"EROO","KA","F",2006,6,1,"","",NA,0.262469456954333,0.737530543045667,0.891484690756134,0.8145076169009,2012,"1213",-77.462184,169.288753
"241",568,620,31087,"BIRD","CROZ",2013,1,"CR9",1,"EROO","KA","F",2006,7,2,"","",NA,0.310966593932511,0.689033406067489,0.814507616900901,0.77268287995643,2013,"1314",-77.46221,169.288637
