"","Bandnumb","Season","Breeder","BQI_A","diff_success","Orig_col","Season_yr","ORIG_COL","LAT","LON"
"273",42411,"1213",1,-0.206784493,-0.683533805,"CROZ",2012,"CROZ",-77.455957,169.219075
"274",42417,"0304",1,-0.069893225,-0.048752679,"CROZ",2003,"CROZ",-77.452562,169.234396
"275",42436,"0203",1,-0.066354969,-0.09103377,"CROZ",2002,"CROZ",-77.45308,169.23266
"276",42444,"0809",1,-0.047390223,-0.62786248,"CROZ",2008,"CROZ",-77.452605,169.234922
"277",42457,"0405",1,0.383321649,0.857677069,"CROZ",2004,"CROZ",-77.452846,169.233173
"278",42470,"1314",1,-0.043093662,-0.664792346,"CROZ",2013,"CROZ",-77.452902,169.235569
"279",42513,"0203",1,-0.066354969,-0.09103377,"CROZ",2002,"CROZ",-77.45231,169.23567
"280",42515,"0607",1,0.242467677,0.383293873,"CROZ",2006,"CROZ",-77.455507,169.226607
"281",42518,"0506",1,-0.166826635,-0.323561202,"CROZ",2005,"CROZ",-77.452885,169.224903
"282",42523,"0809",1,0.17732679,0.37213752,"CROZ",2008,"CROZ",-77.452916,169.234691
"283",42536,"0405",1,0.197884449,-0.273636715,"CROZ",2004,"CROZ",-77.454289,169.234638
"284",42558,"0405",1,-0.095537805,-0.142322931,"CROZ",2004,"CROZ",-77.453029,169.238779
"285",42559,"0405",1,0.239296873,0.857677069,"CROZ",2004,"CROZ",-77.452889,169.236097
"286",42565,"0809",1,0.293217035,0.37213752,"CROZ",2008,"CROZ",-77.456558,169.238462
"287",42579,"0506",1,0.038153742,0.621510769,"CROZ",2005,"CROZ",-77.451167,169.229166
"288",42593,"1011",1,-0.034388201,-0.704418042,"CROZ",2010,"CROZ",-77.451522,169.230957
"289",42610,"0910",1,0.112162551,0.437009919,"CROZ",2009,"CROZ",-77.452988,169.233323
"290",42622,"1213",1,-0.094126597,-0.683533805,"CROZ",2012,"CROZ",-77.453046,169.234697
"291",42623,"0708",1,-0.434448492,-0.434448492,"CROZ",2007,"CROZ",-77.45319,169.234793
"292",42630,"0405",1,0.169053613,0.857677069,"CROZ",2004,"CROZ",-77.452916,169.234648
"293",42632,"0910",1,0.138159795,-0.562990081,"CROZ",2009,"CROZ",-77.453163,169.234736
"294",42643,"0506",1,0.348582354,0.676438798,"CROZ",2005,"CROZ",-77.453095,169.23444
"295",42663,"1213",1,-0.15602966,0.316466195,"CROZ",2012,"CROZ",-77.455612,169.235978
"296",42675,"0708",1,-0.127868126,0.310529675,"CROZ",2007,"CROZ",-77.453039,169.236075
"297",42683,"0405",1,-0.080946387,-0.142322931,"CROZ",2004,"CROZ",-77.452412,169.224306
"298",42712,"0405",1,-0.080946387,-0.142322931,"CROZ",2004,"CROZ",-77.452814,169.235952
"299",42714,"1011",1,0.215120619,0.295581958,"CROZ",2010,"CROZ",-77.453027,169.238224
"300",42733,"0203",1,0.433645031,0.90896623,"CROZ",2002,"CROZ",-77.45276,169.23227
"301",42734,"0304",1,-0.060487539,-0.048752679,"CROZ",2003,"CROZ",-77.453002,169.23629
"302",42746,"0405",1,-0.113774833,-0.273636715,"CROZ",2004,"CROZ",-77.453072,169.234418
"303",42760,"0405",1,0.169053613,0.857677069,"CROZ",2004,"CROZ",-77.45341,169.230421
"304",42766,"1112",1,0.204895806,0.344362128,"CROZ",2011,"CROZ",-77.452771,169.232254
"305",42773,"0506",1,0.098582354,0.676438798,"CROZ",2005,"CROZ",-77.452555,169.232211
"306",42791,"0405",1,0.169053613,0.857677069,"CROZ",2004,"CROZ",-77.452009,169.231081
"307",42794,"0910",1,0.212674506,0.437009919,"CROZ",2009,"CROZ",-77.452755,169.231232
"308",42802,"0607",1,0.091617552,-0.616706127,"CROZ",2006,"CROZ",-77.452578,169.23453
"309",42831,"0708",1,0.077432938,-0.689470325,"CROZ",2007,"CROZ",-77.452031,169.231961
"310",42834,"0607",1,0.017249602,0.441740191,"CROZ",2006,"CROZ",-77.45047,169.221135
"311",42841,"0607",1,0.197120249,0.441740191,"CROZ",2006,"CROZ",-77.453136,169.233007
"312",42852,"1011",1,0.145026259,0.295581958,"CROZ",2010,"CROZ",-77.453133,169.23441
"313",42853,"1314",1,0.088249398,0.335207654,"CROZ",2013,"CROZ",-77.453136,169.232154
"314",42864,"0405",1,0.169053613,0.857677069,"CROZ",2004,"CROZ",-77.452809,169.238082
"315",42871,"1213",1,0.151002876,0.316466195,"CROZ",2012,"CROZ",-77.44945,169.21822
"316",42878,"0809",1,0.351470069,0.37213752,"CROZ",2008,"CROZ",-77.452664,169.233339
"317",42897,"0405",1,-0.135448885,-0.273636715,"CROZ",2004,"CROZ",-77.450631,169.228506
"318",42901,"0405",1,-0.080946387,-0.142322931,"CROZ",2004,"CROZ",-77.453098,169.239053
"319",42917,"0910",1,-0.036185752,0.437009919,"CROZ",2009,"CROZ",-77.452904,169.233989
"320",42972,"1011",1,0.115120619,0.295581958,"CROZ",2010,"CROZ",-77.452732,169.234783
"321",42989,"1011",1,0.105685324,0.295581958,"CROZ",2010,"CROZ",-77.453995,169.234426
"322",42990,"0809",1,-0.174270346,0.430069004,"CROZ",2008,"CROZ",-77.453136,169.232427
"323",43202,"0910",1,0.074486765,0.482700214,"CROZ",2009,"CROZ",-77.452855,169.235954
"324",43204,"0405",1,0.423627681,0.885398809,"CROZ",2004,"CROZ",-77.452294,169.232588
"325",43210,"1314",1,0.2178355,0.358677286,"CROZ",2013,"CROZ",-77.452809,169.233402
"326",43233,"0708",1,0.399919516,0.35824527,"CROZ",2007,"CROZ",-77.451398,169.228463
"327",43244,"1112",1,0.307955922,0.378281413,"CROZ",2011,"CROZ",-77.452756,169.233652
"328",43245,"0506",1,0.12553197,-0.273636715,"CROZ",2005,"CROZ",-77.452957,169.235993
"329",43246,"1213",1,0.205031702,0.344362128,"CROZ",2012,"CROZ",-77.45266,169.236131
"330",43260,"0506",1,-0.128462061,-0.142322931,"CROZ",2005,"CROZ",-77.453098,169.236029
"331",43265,"0506",1,-0.12446803,-0.273636715,"CROZ",2005,"CROZ",-77.45329,169.23935
"332",43270,"1112",1,0.310235634,0.378281413,"CROZ",2011,"CROZ",-77.453102,169.233063
"333",43275,"0405",1,-0.074745135,-0.114601191,"CROZ",2004,"CROZ",-77.452401,169.224343
"334",43288,"1011",1,-0.095685516,-0.668641838,"CROZ",2010,"CROZ",-77.456107,169.247337
"335",43290,"1112",1,-0.197175762,-0.621718587,"CROZ",2011,"CROZ",-77.453007,169.235034
"336",43297,"0506",1,0.158360416,0.857677069,"CROZ",2005,"CROZ",-77.452835,169.235454
"337",43298,"0405",1,-0.076372319,-0.114601191,"CROZ",2004,"CROZ",-77.453034,169.233667
"338",43300,"0809",1,0.272859507,0.419972703,"CROZ",2008,"CROZ",-77.453109,169.233704
"339",43315,"0910",1,-0.099831623,-0.517299786,"CROZ",2009,"CROZ",-77.452904,169.236395
"340",43318,"1112",1,0.135401316,-0.621718587,"CROZ",2011,"CROZ",-77.453503,169.238332
"341",43327,"1011",1,0.130902815,0.331358162,"CROZ",2010,"CROZ",-77.45301,169.234817
"342",43328,"1011",1,-0.024302806,0.331358162,"CROZ",2010,"CROZ",-77.45302,169.236275
"343",43333,"0809",1,0.023096196,-0.580027297,"CROZ",2008,"CROZ",-77.453581,169.235528
"344",43334,"0910",1,0.282675372,0.482700214,"CROZ",2009,"CROZ",-77.45301,169.23149
"345",43339,"0809",1,-0.004683375,0.419972703,"CROZ",2008,"CROZ",-77.453147,169.23452
"346",43343,"0910",1,0.025168377,-0.517299786,"CROZ",2009,"CROZ",-77.457635,169.257014
"347",43349,"1314",1,-0.163496803,0.358677286,"CROZ",2013,"CROZ",-77.454866,169.231923
"348",43354,"1011",1,0.059189464,0.331358162,"CROZ",2010,"CROZ",-77.453077,169.235739
"349",43361,"0607",1,-0.173640285,-0.501643086,"CROZ",2006,"CROZ",-77.452583,169.234208
"350",43362,"1011",1,-0.176584219,-0.613147163,"CROZ",2010,"CROZ",-77.453675,169.237853
"351",43365,"1112",1,0.026498819,-0.621718587,"CROZ",2011,"CROZ",-77.452296,169.233184
"352",43366,"0708",1,0.123616778,0.415445094,"CROZ",2007,"CROZ",-77.45239,169.235255
"353",43367,"0809",1,0.023096196,0.419972703,"CROZ",2008,"CROZ",-77.452567,169.235963
"354",43368,"1112",1,-0.098501181,-0.621718587,"CROZ",2011,"CROZ",-77.452578,169.235619
"355",43377,"0607",1,-0.210893639,-0.307186087,"CROZ",2006,"CROZ",-77.452642,169.232649
"356",43383,"0506",1,-0.098355856,-0.142322931,"CROZ",2005,"CROZ",-77.453061,169.23497
"357",43399,"0506",1,-0.128462061,-0.142322931,"CROZ",2005,"CROZ",-77.4526,169.235335
"358",43402,"0809",1,0.079374775,0.419972703,"CROZ",2008,"CROZ",-77.452578,169.233125
"359",43410,"0809",1,-0.040193314,-0.580027297,"CROZ",2008,"CROZ",-77.452449,169.234107
"360",43417,"0405",1,-0.074745135,-0.114601191,"CROZ",2004,"CROZ",-77.46161,169.28939
"361",43419,"1011",1,-0.188901766,-0.668641838,"CROZ",2010,"CROZ",-77.454092,169.239575
"362",43421,"0809",1,0.205527357,0.419972703,"CROZ",2008,"CROZ",-77.452766,169.234444
"363",43430,"0405",1,-0.074745135,-0.114601191,"CROZ",2004,"CROZ",-77.452921,169.235759
"364",43437,"1011",1,0.349445712,0.331358162,"CROZ",2010,"CROZ",-77.453132,169.233357
"365",43446,"0607",1,9.7e-05,-0.501643086,"CROZ",2006,"CROZ",-77.452937,169.232782
"366",43455,"0506",1,0.158360416,0.857677069,"CROZ",2005,"CROZ",-77.452619,169.235544
"367",43457,"0708",1,0.617365226,0.617365226,"CROZ",2007,"CROZ",-77.453098,169.235995
"368",43458,"0405",1,-0.076372319,-0.114601191,"CROZ",2004,"CROZ",-77.453447,169.227782
"369",43459,"1011",1,0.297909423,0.331358162,"CROZ",2010,"CROZ",-77.452883,169.236517
"370",43461,"1213",1,0.02321352,0.344362128,"CROZ",2012,"CROZ",-77.45314,169.235511
"371",43476,"1011",1,0.059189464,0.331358162,"CROZ",2010,"CROZ",-77.453487,169.237707
"372",43481,"0506",1,-0.098355856,-0.142322931,"CROZ",2005,"CROZ",-77.452409,169.235061
"373",43482,"0809",1,0.308365589,0.419972703,"CROZ",2008,"CROZ",-77.452986,169.235137
"374",43495,"0708",1,0.049779016,0.35824527,"CROZ",2007,"CROZ",-77.452524,169.233393
"375",43497,"0708",1,0.123616778,0.415445094,"CROZ",2007,"CROZ",-77.452825,169.235786
"376",43499,"1213",1,0.114122611,0.344362128,"CROZ",2012,"CROZ",-77.453003,169.230495
"377",43501,"0708",1,-0.044031177,0.415445094,"CROZ",2007,"CROZ",-77.453254,169.229423
"378",43509,"0405",1,-0.09304598,-0.114601191,"CROZ",2004,"CROZ",-77.450759,169.223179
"379",43514,"1011",1,0.059189464,-0.668641838,"CROZ",2010,"CROZ",-77.453035,169.232258
"380",43516,"0708",1,-0.242126055,-0.584554906,"CROZ",2007,"CROZ",-77.453136,169.23438
"381",43520,"0506",1,-0.12446803,-0.273636715,"CROZ",2005,"CROZ",-77.453004,169.236581
"382",43522,"1112",1,0.182955922,0.378281413,"CROZ",2011,"CROZ",-77.453023,169.233468
"383",43527,"0708",1,0.013313754,0.617365226,"CROZ",2007,"CROZ",-77.453125,169.23224
"384",43529,"1112",1,-0.189764366,0.378281413,"CROZ",2011,"CROZ",-77.453589,169.235247
"385",43542,"0506",1,0.371537939,0.857677069,"CROZ",2005,"CROZ",-77.453505,169.237157
"386",43543,"0405",1,-0.076372319,-0.114601191,"CROZ",2004,"CROZ",-77.452948,169.234622
"387",43557,"0405",1,-0.074745135,-0.114601191,"CROZ",2004,"CROZ",-77.453667,169.227412
"388",43568,"0506",1,0.158360416,0.857677069,"CROZ",2005,"CROZ",-77.453328,169.228307
"389",43570,"1011",1,0.170300575,0.331358162,"CROZ",2010,"CROZ",-77.453083,169.235157
"390",43575,"1314",1,-0.099550354,0.358677286,"CROZ",2013,"CROZ",-77.452863,169.233182
"391",43579,"1011",1,0.191563881,0.331358162,"CROZ",2010,"CROZ",-77.452598,169.235905
"392",43587,"0607",1,0.091099756,0.692813913,"CROZ",2006,"CROZ",-77.456537,169.241386
"393",43589,"1213",1,-0.004284059,0.344362128,"CROZ",2012,"CROZ",-77.452634,169.234921
"394",43600,"0405",1,0.258588198,0.885398809,"CROZ",2004,"CROZ",-77.452996,169.235029
"395",43603,"0708",1,-0.037361712,-0.584554906,"CROZ",2007,"CROZ",-77.452589,169.234423
"396",43608,"0809",1,-0.396069847,-0.580027297,"CROZ",2008,"CROZ",-77.452884,169.235061
"397",43639,"0809",1,-0.09341662,-0.520338116,"CROZ",2008,"CROZ",-77.454439,169.238564
"398",43643,"0809",1,-0.129632676,0.419972703,"CROZ",2008,"CROZ",-77.45813,169.236333
"399",43646,"1213",1,0.02321352,0.344362128,"CROZ",2012,"CROZ",-77.453063,169.233873
"400",43647,"1213",1,0.131519861,0.344362128,"CROZ",2012,"CROZ",-77.453117,169.235893
"401",43651,"0506",1,0.12553197,0.726363285,"CROZ",2005,"CROZ",-77.453005,169.235105
"402",43653,"0607",1,-0.011914235,0.438300948,"CROZ",2006,"CROZ",-77.453002,169.234847
"403",43655,"1314",1,-0.001413787,0.358677286,"CROZ",2013,"CROZ",-77.45307,169.233904
"404",43659,"0405",1,0.258588198,0.885398809,"CROZ",2004,"CROZ",-77.452878,169.232696
"405",43664,"1213",1,-0.027420428,0.344362128,"CROZ",2012,"CROZ",-77.452796,169.23097
"406",43680,"0405",1,-0.074745135,-0.114601191,"CROZ",2004,"CROZ",-77.453109,169.232717
"407",43684,"0809",1,0.102663829,0.419972703,"CROZ",2008,"CROZ",-77.452916,169.236011
"408",43686,"1011",1,0.072217885,0.331358162,"CROZ",2010,"CROZ",-77.453022,169.232667
"409",43688,"0607",1,0.188085765,0.438300948,"CROZ",2006,"CROZ",-77.452712,169.234707
"410",43694,"0607",1,9.7e-05,0.498356914,"CROZ",2006,"CROZ",-77.452825,169.236059
"411",43696,"0506",1,0.234977477,0.857677069,"CROZ",2005,"CROZ",-77.452908,169.235929
"412",43700,"1011",1,0.21952575,0.331358162,"CROZ",2010,"CROZ",-77.452647,169.23453
"413",43702,"1011",1,0.059189464,-0.668641838,"CROZ",2010,"CROZ",-77.453227,169.231442
"414",43703,"0405",1,-0.114601191,-0.114601191,"CROZ",2004,"CROZ",-77.453249,169.237481
"415",43714,"0809",1,0.102663829,0.419972703,"CROZ",2008,"CROZ",-77.453018,169.236059
"416",43715,"0607",1,0.188085765,-0.561699052,"CROZ",2006,"CROZ",-77.453093,169.230571
"417",43717,"0910",1,0.049089595,0.482700214,"CROZ",2009,"CROZ",-77.452635,169.235894
"418",43719,"0405",1,-0.074745135,-0.114601191,"CROZ",2004,"CROZ",-77.452551,169.235201
"419",43726,"0910",1,0.025168377,0.482700214,"CROZ",2009,"CROZ",-77.453103,169.233441
"420",43730,"1011",1,0.080452769,0.331358162,"CROZ",2010,"CROZ",-77.454642,169.239777
"421",43734,"1314",1,-0.079223332,0.358677286,"CROZ",2013,"CROZ",-77.453048,169.23335
"422",43743,"0203",1,-0.071490769,-0.071490769,"CROZ",2002,"CROZ",-77.45314,169.23277
"423",43749,"1112",1,0.035401316,0.378281413,"CROZ",2011,"CROZ",-77.453008,169.233716
"424",43757,"1112",1,0.126722198,0.378281413,"CROZ",2011,"CROZ",-77.45271,169.23483
"425",43760,"0506",1,-0.128462061,-0.142322931,"CROZ",2005,"CROZ",-77.452539,169.234463
"426",43774,"1213",1,-0.021023117,0.344362128,"CROZ",2012,"CROZ",-77.456241,169.221503
"427",43775,"0708",1,0.059788344,0.35824527,"CROZ",2007,"CROZ",-77.452363,169.234879
"428",43778,"0405",1,-0.074745135,-0.114601191,"CROZ",2004,"CROZ",-77.452557,169.235442
"429",43786,"0809",1,0.203930153,0.419972703,"CROZ",2008,"CROZ",-77.45246,169.236344
"430",43787,"0607",1,0.117144627,0.692813913,"CROZ",2006,"CROZ",-77.452696,169.234836
"431",43788,"1011",1,-0.036794376,-0.613147163,"CROZ",2010,"CROZ",-77.46279,169.281785
"432",43789,"0405",1,-0.074745135,-0.114601191,"CROZ",2004,"CROZ",-77.452809,169.235807
"433",43799,"1213",1,-0.027420428,0.344362128,"CROZ",2012,"CROZ",-77.452531,169.232127
"434",43807,"0607",1,9.7e-05,0.498356914,"CROZ",2006,"CROZ",-77.452884,169.235201
"435",43809,"0607",1,-0.150563414,-0.307186087,"CROZ",2006,"CROZ",-77.453077,169.236086
"436",43815,"0708",1,0.086044166,0.35824527,"CROZ",2007,"CROZ",-77.452825,169.235748
"437",43816,"0607",1,0.065251115,0.692813913,"CROZ",2006,"CROZ",-77.457315,169.225459
"438",43825,"0708",1,-0.037166279,0.415445094,"CROZ",2007,"CROZ",-77.45297,169.234884
"439",43859,"0910",1,-0.081275567,0.72951068,"CROZ",2009,"CROZ",-77.452844,169.233435
"440",43871,"0708",1,-0.076173641,0.415445094,"CROZ",2007,"CROZ",-77.451827,169.2332
"441",43872,"0405",1,-0.09304598,-0.114601191,"CROZ",2004,"CROZ",-77.452396,169.234782
"442",43875,"1314",1,0.087716897,0.358677286,"CROZ",2013,"CROZ",-77.453501,169.237213
"443",43894,"1112",1,-0.098501181,-0.621718587,"CROZ",2011,"CROZ",-77.452572,169.234647
"444",43905,"0506",1,0.158360416,0.857677069,"CROZ",2005,"CROZ",-77.451763,169.228034
"445",43906,"0809",1,0.205527357,0.419972703,"CROZ",2008,"CROZ",-77.453066,169.235651
"446",43907,"1112",1,0.195978358,-0.621718587,"CROZ",2011,"CROZ",-77.452899,169.234221
"447",43912,"0607",1,0.042485506,0.498356914,"CROZ",2006,"CROZ",-77.452412,169.231263
"448",43916,"0405",1,0.258588198,0.885398809,"CROZ",2004,"CROZ",-77.453343,169.239337
"449",43917,"0405",1,-0.074745135,-0.114601191,"CROZ",2004,"CROZ",-77.453072,169.234321
"450",43929,"0405",1,-0.076372319,-0.114601191,"CROZ",2004,"CROZ",-77.452734,169.234799
"451",43950,"1213",1,-0.027420428,-0.655637872,"CROZ",2012,"CROZ",-77.453001,169.23471
"452",43961,"0405",1,-0.076372319,-0.114601191,"CROZ",2004,"CROZ",-77.452884,169.23409
"453",43967,"0607",1,0.050822336,0.498356914,"CROZ",2006,"CROZ",-77.45299,169.23441
"454",43968,"1314",1,0.150449646,0.358677286,"CROZ",2013,"CROZ",-77.453004,169.233648
"455",43971,"0809",1,0.203930153,0.419972703,"CROZ",2008,"CROZ",-77.453131,169.232948
"456",43979,"0506",1,-0.12446803,-0.273636715,"CROZ",2005,"CROZ",-77.45301,169.23152
"457",43987,"0607",1,0.080477597,0.498356914,"CROZ",2006,"CROZ",-77.452843,169.232537
"458",43988,"0506",1,0.234977477,0.857677069,"CROZ",2005,"CROZ",-77.45294,169.23364
"459",43992,"0708",1,0.081673974,0.35824527,"CROZ",2007,"CROZ",-77.453726,169.23636
"460",43993,"1314",1,0.051168834,0.358677286,"CROZ",2013,"CROZ",-77.452942,169.23404
"461",44006,"1011",1,0.041749642,0.331358162,"CROZ",2010,"CROZ",-77.453061,169.238531
"462",44023,"0405",1,-0.074745135,-0.114601191,"CROZ",2004,"CROZ",-77.452857,169.233254
"463",44030,"0708",1,0.081673974,0.35824527,"CROZ",2007,"CROZ",-77.452616,169.235995
"464",44031,"0506",1,-0.12446803,-0.273636715,"CROZ",2005,"CROZ",-77.452975,169.234192
"465",44042,"1011",1,-0.267470984,-0.668641838,"CROZ",2010,"CROZ",-77.452857,169.235612
"466",44049,"1011",1,0.021598555,-0.668641838,"CROZ",2010,"CROZ",-77.453299,169.239352
"467",44060,"0708",1,0.617365226,0.617365226,"CROZ",2007,"CROZ",-77.452562,169.234536
"468",44061,"1011",1,-0.049989248,0.386852837,"CROZ",2010,"CROZ",-77.4531,169.231483
"469",44068,"0405",1,-0.074745135,-0.114601191,"CROZ",2004,"CROZ",-77.453055,169.235163
"470",44070,"0809",1,-0.031613891,-0.580027297,"CROZ",2008,"CROZ",-77.452465,169.236263
"471",44083,"0506",1,0.12553197,0.726363285,"CROZ",2005,"CROZ",-77.452992,169.231705
"472",44105,"0506",1,0.191206216,0.726363285,"CROZ",2005,"CROZ",-77.453362,169.238199
"473",44106,"0809",1,-0.040193314,0.419972703,"CROZ",2008,"CROZ",-77.453125,169.232905
"474",44125,"0910",1,0.080546698,0.482700214,"CROZ",2009,"CROZ",-77.452552,169.231963
"475",44127,"0809",1,0.272859507,0.419972703,"CROZ",2008,"CROZ",-77.452701,169.233581
"476",44136,"1314",1,-0.0321645,0.358677286,"CROZ",2013,"CROZ",-77.452435,169.235578
"477",44145,"1112",1,0.091098659,0.378281413,"CROZ",2011,"CROZ",-77.453166,169.233045
"478",44151,"0607",1,9.7e-05,0.498356914,"CROZ",2006,"CROZ",-77.453479,169.228597
"479",44162,"0910",1,0.049089595,0.482700214,"CROZ",2009,"CROZ",-77.453057,169.234833
"480",44164,"0506",1,0.191206216,0.726363285,"CROZ",2005,"CROZ",-77.453095,169.234006
"481",44173,"0405",1,-0.114601191,-0.114601191,"CROZ",2004,"CROZ",-77.452492,169.228426
"482",44178,"0506",1,-0.091639584,-0.142322931,"CROZ",2005,"CROZ",-77.453917,169.23591
"483",44179,"1011",1,-0.285952246,-0.613147163,"CROZ",2010,"CROZ",-77.456942,169.233892
"484",44182,"0405",1,0.258588198,0.885398809,"CROZ",2004,"CROZ",-77.452453,169.235378
"485",44186,"1011",1,0.224445712,0.331358162,"CROZ",2010,"CROZ",-77.453113,169.232014
"486",44208,"0809",1,0.505830446,0.472968984,"CROZ",2008,"CROZ",-77.452943,169.233527
"487",44211,"1314",1,-0.149301068,-0.611819021,"CROZ",2013,"CROZ",-77.45283,169.231844
"488",44212,"0607",1,0.302516682,0.557796213,"CROZ",2006,"CROZ",-77.453034,169.232411
"489",44214,"0607",1,0.052516682,0.557796213,"CROZ",2006,"CROZ",-77.459262,169.247748
"490",44221,"1213",1,0.169815568,0.378281413,"CROZ",2012,"CROZ",-77.45226,169.232441
"491",44233,"1314",1,-0.212713513,-0.611819021,"CROZ",2013,"CROZ",-77.451883,169.224526
"492",44236,"0910",1,0.119825744,0.592046877,"CROZ",2009,"CROZ",-77.452433,169.236343
"493",44237,"0607",1,-0.169356012,-0.442203787,"CROZ",2006,"CROZ",-77.452836,169.234504
"494",44247,"0405",1,-0.060309534,-0.09103377,"CROZ",2004,"CROZ",-77.451714,169.232669
"495",44251,"0506",1,0.25492658,0.885398809,"CROZ",2005,"CROZ",-77.453379,169.238381
"496",44259,"0708",1,0.251770461,0.471538285,"CROZ",2007,"CROZ",-77.452782,169.234622
"497",44262,"0405",1,-0.060309534,-0.09103377,"CROZ",2004,"CROZ",-77.451285,169.225684
"498",44278,"0405",1,0.439690466,0.90896623,"CROZ",2004,"CROZ",-77.452825,169.232454
"499",44284,"0506",1,0.397182519,0.885398809,"CROZ",2005,"CROZ",-77.453163,169.232454
"500",44304,"0910",1,-0.17995799,-0.46731033,"CROZ",2009,"CROZ",-77.453017,169.232057
"501",44317,"1213",1,0.291002845,-0.621718587,"CROZ",2012,"CROZ",-77.45289,169.232392
"502",44319,"0809",1,0.192428999,0.472968984,"CROZ",2008,"CROZ",-77.453034,169.233291
"503",44324,"0506",1,-0.078406753,-0.114601191,"CROZ",2005,"CROZ",-77.452757,169.231484
"504",44325,"0708",1,0.035091012,0.669496798,"CROZ",2007,"CROZ",-77.45341,169.23059
"505",44326,"1213",1,-0.008997155,-0.621718587,"CROZ",2012,"CROZ",-77.452687,169.231805
"506",44328,"0809",1,0.034600734,0.472968984,"CROZ",2008,"CROZ",-77.452932,169.231794
"507",44329,"1314",1,0.009559335,0.388180979,"CROZ",2013,"CROZ",-77.452867,169.236298
"508",44350,"0405",1,0.439690466,0.90896623,"CROZ",2004,"CROZ",-77.453351,169.230883
"509",44352,"1213",1,0.073740673,-0.621718587,"CROZ",2012,"CROZ",-77.453077,169.23232
"510",44367,"0809",1,0.005830446,0.472968984,"CROZ",2008,"CROZ",-77.45297,169.232953
"511",44369,"0405",1,0.439690466,0.90896623,"CROZ",2004,"CROZ",-77.452481,169.233699
"512",44379,"0506",1,0.550756838,0.772889584,"CROZ",2005,"CROZ",-77.4534,169.230919
"513",44382,"0607",1,-0.212511443,-0.502316288,"CROZ",2006,"CROZ",-77.45298,169.233447
"514",44386,"0607",1,0.537488557,0.497683712,"CROZ",2006,"CROZ",-77.452676,169.231298
"515",44387,"1011",1,-0.220825437,0.373327188,"CROZ",2010,"CROZ",-77.452732,169.232427
"516",44391,"0405",1,-0.060309534,-0.09103377,"CROZ",2004,"CROZ",-77.453007,169.232969
"517",44403,"1213",1,-0.128302829,-0.621718587,"CROZ",2012,"CROZ",-77.452993,169.232532
"518",44404,"0506",1,0.397182519,0.885398809,"CROZ",2005,"CROZ",-77.453158,169.234904
"519",44413,"0809",1,-0.350729123,-0.527031016,"CROZ",2008,"CROZ",-77.452428,169.231564
"520",44418,"0506",1,-0.115909828,-0.227110416,"CROZ",2005,"CROZ",-77.453168,169.232195
"521",44422,"0708",1,0.195499309,0.471538285,"CROZ",2007,"CROZ",-77.453152,169.2343
"522",44427,"0506",1,0.217423505,0.772889584,"CROZ",2005,"CROZ",-77.452839,169.231418
"523",44436,"1213",1,0.091002845,0.378281413,"CROZ",2012,"CROZ",-77.452439,169.230413
"524",44449,"0809",1,0.2012674,0.472968984,"CROZ",2008,"CROZ",-77.453023,169.229595
"525",44456,"0607",1,0.330643988,0.557796213,"CROZ",2006,"CROZ",-77.452737,169.231328
"526",44459,"0809",1,0.24743794,0.472968984,"CROZ",2008,"CROZ",-77.45297,169.236258
"527",44464,"0910",1,0.223953192,-0.46731033,"CROZ",2009,"CROZ",-77.453023,169.233226
"528",44472,"1011",1,-0.081157104,0.431316647,"CROZ",2010,"CROZ",-77.452622,169.232416
"529",44481,"0910",1,-0.232845398,-0.232845398,"CROZ",2009,"CROZ",-77.453094,169.237205
"530",44510,"1213",1,0.089207943,0.378281413,"CROZ",2012,"CROZ",-77.453618,169.227464
"531",44534,"0809",1,-0.048546589,0.533265409,"CROZ",2008,"CROZ",-77.452519,169.234353
"532",44537,"0506",1,-0.078406753,-0.114601191,"CROZ",2005,"CROZ",-77.45266,169.231873
"533",44541,"0809",1,-0.091930549,0.533265409,"CROZ",2008,"CROZ",-77.452852,169.233452
"534",44549,"0607",1,-0.215946249,-0.442203787,"CROZ",2006,"CROZ",-77.451671,169.23099
"535",44550,"0506",1,0.427906755,0.885398809,"CROZ",2005,"CROZ",-77.452363,169.22959
"536",44553,"0506",1,0.397182519,0.885398809,"CROZ",2005,"CROZ",-77.45255,169.23434
"537",44554,"1314",1,0.27422491,0.388180979,"CROZ",2013,"CROZ",-77.451848,169.221471
"538",44560,"0405",1,-0.060309534,-0.09103377,"CROZ",2004,"CROZ",-77.453002,169.232969
"539",44567,"1213",1,0.073740673,0.378281413,"CROZ",2012,"CROZ",-77.450671,169.222833
"540",44568,"1112",1,0.197178685,0.418125779,"CROZ",2011,"CROZ",-77.452373,169.233274
"541",44582,"0405",1,-0.060309534,-0.09103377,"CROZ",2004,"CROZ",-77.453034,169.233989
"542",44596,"0405",1,0.439690466,0.90896623,"CROZ",2004,"CROZ",-77.452401,169.235673
"543",44614,"0708",1,-0.044075116,-0.528461715,"CROZ",2007,"CROZ",-77.452192,169.233447
"544",44617,"1314",1,0.299837221,0.388180979,"CROZ",2013,"CROZ",-77.452533,169.235063
"545",44627,"1011",1,-0.007375058,0.373327188,"CROZ",2010,"CROZ",-77.454117,169.234104
"546",44630,"1112",1,-0.274475817,-0.581874221,"CROZ",2011,"CROZ",-77.452577,169.232409
